882.18362480809151	245
882.71114777237767	239
883.23865919792047	251
883.76615907358553	244
884.29364738823733	242
884.82112413074265	256
885.34858928996618	274
885.87604285477619	287
886.40348481403919	269
886.9309151566232	289
887.45833387139726	291
887.98574094722971	287
888.51313637299131	278
889.04052013755086	277
889.56789222978023	290
890.09525263854994	275
890.62260135273243	277
891.1499383612	263
891.67726365282567	277
892.20457721648279	270
892.73187904104566	255
893.25916911538923	262
893.78644742838878	246
894.31371396892007	262
894.840968725859	261
895.36821168808365	262
895.89544284447118	252
896.42266218389943	253
896.94986969524734	266
897.47706536739452	263
898.00424918922135	271
898.53142114960713	273
899.05858123743394	265
899.58572944158345	263
900.11286575093743	273
900.63999015437878	266
901.16710264079143	290
901.69420319905885	289
902.221291818066	299
902.74836848669827	270
903.27543319384142	306
903.802485928382	292
904.32952667920608	298
904.85655543520272	301
905.383572185259	292
905.91057691826427	299
906.43756962310806	305
906.96455028868013	287
907.49151890387111	309
908.01847545757175	300
908.54541993867508	313
909.07235233607275	320
909.599272638658	313
910.12618083532436	331
910.65307691496594	328
911.17996086647815	323
911.70683267875609	315
912.23369234069651	344
912.76053984119517	329
913.28737516914975	314
913.81419831345863	334
914.34100926301949	346
914.86780800673318	344
915.39459453349764	343
915.92136883221451	347
916.44813089178433	357
916.974880701109	339
917.50161824909082	341
918.028343524633	363
918.55505651663884	363
919.08175721401187	354
919.6084456056584	372
920.135121680483	377
920.66178542739158	390
921.18843683529133	385
921.71507589308942	395
922.241702589694	408
922.76831691401355	424
923.2949188549569	432
923.82150840143515	421
924.34808554235792	419
924.874650266637	439
925.40120256318369	471
925.92774242091059	464
926.4542698287313	472
926.98078477555941	472
927.507287250309	484
928.03377724189511	483
928.5602547392341	493
929.08671973124194	469
929.61317220683554	484
930.1396121549335	470
930.66603956445272	467
931.19245442431315	458
931.71885672343421	478
932.24524645073643	473
932.77162359514057	468
933.29798814556852	486
933.82434009094175	472
934.35067942018452	479
934.87700612221909	494
935.4033201859711	509
935.9296216003645	496
936.45591035432562	521
936.98218643678024	512
937.50844983665547	514
938.03470054287891	511
938.56093854437927	515
939.08716383008516	522
939.6133763889261	509
940.13957620983285	500
940.6657632817363	515
941.1919375935679	528
941.71809913426023	494
942.2442478927461	526
942.77038385795959	522
943.29650701883543	493
943.8226173643078	523
944.34871488331282	512
944.87479956478751	515
945.40087139766831	516
945.92693037089339	521
946.45297647340146	520
946.97900969413126	502
947.50503002202322	500
948.03103744601788	513
948.55703195505612	520
949.08301353808076	514
949.60898218403349	514
950.1349378818586	523
950.66088062049994	513
951.1868103889019	499
951.71272717601016	527
952.23863097077151	524
952.764521762132	535
953.29039953903987	535
953.816264290443	547
954.34211600529068	544
954.86795467253273	557
955.39378028111946	536
955.91959282000209	546
956.44539227813232	536
956.97117864446261	543
957.49695190794671	533
958.02271205753891	545
958.54845908219306	539
959.07419297086449	573
959.59991371251056	548
960.12562129608727	581
960.65131571055247	563
961.17699694486453	573
961.70266498798219	554
962.22831982886521	575
962.75396145647494	583
963.27958985977182	580
963.80520502771776	569
964.330806949276	591
964.85639561340952	597
965.38197100908258	611
965.90753312526044	606
966.433081950908	603
966.95861747499214	621
967.48413968647958	636
968.0096485743386	622
968.53514412753714	619
969.0606263350453	623
969.586095185832	608
970.11155066886977	617
970.63699277312867	635
971.16242148758124	634
971.68783680120077	652
